x,y,cluster
54620,43523,5
52694,42750,5
53253,43024,5
54925,42624,5
54973,43980,5
52967,42955,5
55143,40238,5
53071,44896,5
55710,44219,5
54459,43964,5
54467,44351,5
53570,41898,5
55155,43399,5
54051,41019,5
55335,44023,5
54449,42872,5
53399,42273,5
54241,43580,5
56000,41710,5
53204,42630,5
54524,42904,5
55665,44100,5
55829,40780,5
54059,42096,5
53106,42771,5
54427,43777,5
55368,41828,5
53927,45077,5
55278,44081,5
55909,41497,5
53344,42929,5
55095,42443,5
55645,43363,5
55718,43777,5
57115,44424,5
54963,44875,5
54483,43594,5
54543,44843,5
54263,39356,5
53992,42499,5
54729,40311,5
55013,44589,5
53332,43782,5
52627,41645,5
57103,40709,5
54352,42520,5
50478,42084,5
54849,41733,5
53055,42310,5
55191,42127,5
51936,41784,5
54594,44345,5
52164,42650,5
56302,42288,5
52913,44156,5
53697,46311,5
53582,40916,5
52993,40890,5
54222,43822,5
52221,43490,5
55062,44521,5
52460,42366,5
54341,45492,5
52195,42091,5
53141,41774,5
53476,41355,5
54256,44048,5
56036,42102,5
54916,42689,5
53420,44299,5
54924,42079,5
56208,41204,5
53855,42912,5
55078,42668,5
52975,43407,5
52526,43275,5
56191,42928,5
56569,44022,5
53730,42300,5
56749,45529,5
55281,42586,5
56338,39718,5
52456,43210,5
55388,42905,5
55983,42644,5
54325,45723,5
52346,41845,5
52745,42741,5
54393,42416,5
53106,42336,5
56285,41221,5
54064,41409,5
53703,44027,5
54179,45588,5
55395,42014,5
53023,46128,6
56830,40997,5
57981,42287,5
52898,41098,5
54307,42992,5
55303,44416,5
52517,43287,5
53727,41735,5
55346,40987,5
53531,43995,5
54225,40013,5
54111,43711,5
55977,44177,5
55227,44206,5
52351,45876,6
49952,42514,5
55911,44667,5
55825,42139,5
53832,43983,5
54353,42453,5
50548,44199,5
54329,44001,5
54691,42918,5
54026,42248,5
54140,42328,5
54032,42111,5
54556,42397,5
55092,43404,5
54417,42391,5
57398,41217,5
55169,42237,5
53973,44112,5
53795,43670,5
52409,41340,5
51167,45741,6
56804,43627,5
56299,42413,5
55062,43027,5
54716,43766,5
54943,41966,5
57196,43284,5
54033,40367,5
56416,42968,5
56087,43599,5
54414,44613,5
52304,42213,5
57416,43226,5
54876,42500,5
52495,41064,5
54272,43145,5
55984,40501,5
53322,41799,5
55053,43347,5
54308,42602,5
54091,44335,5
50545,49343,6
50711,50227,6
49983,48300,6
51327,46829,6
53980,49207,6
52846,50052,6
51816,47204,6
51421,49806,6
49762,47210,6
51564,50111,6
51541,48433,6
54602,50309,6
51116,48104,6
53307,51015,6
51683,49283,6
51485,48750,6
52477,50139,6
52872,50375,6
54275,48580,6
51460,49224,6
52073,50583,6
50778,50832,6
52994,49958,6
52103,49204,6
51076,50440,6
49868,50597,6
51122,48724,6
53609,48195,6
50862,48277,6
50697,47557,6
52531,50046,6
51759,49073,6
50162,50113,6
51046,51417,6
52256,47563,6
54748,47435,6
51069,50726,6
53561,46928,6
50745,51221,6
51125,52196,6
49630,48514,6
53771,49411,6
50498,50993,6
52768,50430,6
51476,50875,6
50128,50117,6
49685,48605,6
49164,46821,6
51674,48858,6
50230,49055,6
53145,48166,6
50617,48690,6
53365,47853,6
53322,49129,6
52899,49148,6
53498,48141,6
50423,47832,6
51377,48123,6
50843,49836,6
51344,48631,6
52620,47208,6
53300,49981,6
53300,50101,6
51333,48502,6
52533,48519,6
49164,49656,6
52172,50246,6
52323,49316,6
49154,48565,6
50651,49838,6
50835,50099,6
53742,49907,6
50691,50499,6
51354,46853,6
50952,49346,6
52105,49253,6
52045,48784,6
51808,47875,6
51536,50378,6
52080,46732,6
51189,50434,6
51798,48228,6
51985,49754,6
53241,53420,6
52899,48633,6
54090,49415,6
51910,50787,6
51162,51612,6
52155,50267,6
49469,49205,6
51308,49630,6
50307,51082,6
50059,45731,6
50244,48477,6
48977,47710,6
48661,50836,6
51554,51790,6
51397,50323,6
52757,50130,6
52164,47191,6
51089,48855,6
52166,48385,6
52613,50446,6
51235,49140,6
50455,50713,6
52393,49486,6
51011,48580,6
51294,48648,6
52558,50207,6
53182,51978,6
53694,51985,6
50822,48480,6
50663,49713,6
49538,51625,6
53264,48831,6
51545,48362,6
51808,52179,6
53242,51473,6
49352,49577,6
51610,48965,6
48381,48106,6
48715,49479,6
50929,50250,6
50452,48945,6
52903,49650,6
52902,50105,6
50369,49615,6
51003,48693,6
51586,49170,6
52214,50324,6
51815,49375,6
50015,49385,6
49968,44951,6
51274,51159,6
50139,48240,6
51568,48212,6
52094,49427,6
53771,49868,6
52696,51309,6
51353,50271,6
52110,48679,6
53065,49559,6
51243,49471,6
49158,47569,6
51589,53212,6
50716,50226,6
52917,51056,6
52046,47422,6
50183,48147,6
49685,50701,6
59637,45811,1
60147,45082,1
60025,50540,2
62099,45862,1
62457,44344,1
60734,45976,1
61654,45375,1
62737,46856,1
59434,45767,1
61383,46454,1
59180,45359,1
62661,46734,1
61930,45278,1
61909,46072,1
63957,47753,1
62033,45635,1
58244,45992,1
61159,45013,1
61495,46965,1
62011,48870,1
59014,46813,1
59953,46852,1
61075,46380,1
59978,45921,1
63518,45366,1
60662,45183,1
61917,49590,2
58162,45461,1
58656,47841,1
60103,43554,1
61360,46709,1
61576,48371,1
59026,46292,1
61555,46519,1
63261,45819,1
61252,48636,1
60366,46199,1
59988,48268,1
62906,45197,1
59397,44267,1
61898,46911,1
62684,47619,1
62113,46253,1
61034,48519,1
60097,49612,2
59797,43693,1
61500,44023,1
58569,46086,1
62098,48364,1
60135,46592,1
63119,45688,1
61016,47793,1
60779,47519,1
61530,46159,1
62512,46476,1
59835,47222,1
59495,47409,1
58468,48906,1
57948,47995,1
59107,48912,1
61258,46064,1
59691,47572,1
59628,46865,1
60173,48289,1
61201,45635,1
62400,45584,1
59578,48612,1
61786,44837,1
60755,44937,1
61942,46526,1
61501,45670,1
59458,47430,1
60630,47285,1
59370,48566,1
59677,46828,1
62217,43734,1
59962,46140,1
59247,43976,1
62951,43581,1
64197,46477,1
58954,45292,1
62130,43638,1
61766,44822,1
61211,44484,1
62982,45314,1
60461,46738,1
61434,46270,1
60185,48738,1
60602,44756,1
62991,49882,2
60817,46350,1
59524,46701,1
61589,48446,1
63760,44658,1
62292,48885,1
63074,47510,1
60573,45064,1
62195,46716,1
58990,47402,1
58730,46167,1
61872,46473,1
62583,48197,1
63311,44483,1
61267,46010,1
59364,48273,1
61827,44599,1
58938,46819,1
60129,46161,1
56623,47837,1
60470,45222,1
61691,45495,1
60109,43495,1
58717,46859,1
58565,46331,1
60601,47937,1
62566,49149,1
61903,46451,1
61782,47084,1
61954,45907,1
62345,47091,1
58264,45640,1
61303,48326,1
58773,43499,1
63086,47075,1
63081,47684,1
60204,46955,1
60597,46399,1
59077,48115,1
61768,44391,1
58976,45060,1
60989,47257,1
61190,47066,1
60972,46551,1
60077,44786,1
61432,46817,1
62600,45672,1
61396,48168,1
62082,46029,1
62480,45840,1
60049,45388,1
59918,48366,1
62084,45119,1
60707,46058,1
60634,45826,1
63489,44063,1
62451,48261,1
62426,44954,1
61782,49028,1
61595,47677,1
62779,47041,1
59953,50937,2
60526,53180,2
58802,53819,2
62297,52300,2
58604,54336,2
60766,55324,2
58238,51102,2
60125,49071,1
59177,52894,2
61205,52646,2
59620,53606,2
61566,53795,2
62010,50563,2
55811,52761,2
57938,52825,2
62783,52794,2
59198,52561,2
59786,51948,2
60902,55082,2
60679,50894,2
63223,53981,2
60586,48986,1
61159,54532,2
61033,52468,2
61475,53918,2
62169,51916,2
58904,53725,2
60531,53274,2
61442,51792,2
60235,52007,2
58915,50231,2
62109,50367,2
59971,53488,2
60369,52563,2
57329,51751,2
59933,56156,2
61775,53359,2
61599,53671,2
60106,49519,2
57978,52975,2
63057,51681,2
61776,51655,2
62364,50648,2
60327,51525,2
59857,53804,2
59856,50041,2
58313,52980,2
62549,54640,2
59146,54829,2
61469,51409,2
58371,50040,2
61314,51110,2
60548,53678,2
59922,52786,2
58762,51916,2
60854,52169,2
62313,53461,2
60787,51558,2
60948,49685,2
60644,51665,2
59095,50820,2
58808,52874,2
63244,53722,2
61129,52867,2
60730,52083,2
61190,54253,2
57940,53483,2
60793,50532,2
57987,50535,2
57316,51557,2
57344,53713,2
59345,53451,2
59309,53689,2
63148,54994,2
65535,51609,2
58432,52328,2
61739,52881,2
58769,54508,2
62146,50611,2
61353,52949,2
60249,52238,2
60703,52037,2
61407,52897,2
59622,51840,2
58297,53749,2
58234,52471,2
63457,52600,2
60443,53128,2
62485,51824,2
59626,52498,2
60245,51232,2
60088,51401,2
59466,51775,2
59673,50869,2
59396,54860,2
60024,50389,2
63143,53181,2
61364,52426,2
61272,52410,2
61352,50032,2
60794,53091,2
58644,54218,2
60576,51753,2
59434,52433,2
61099,50199,2
57111,51732,2
59385,51054,2
59626,52424,2
62053,52942,2
59411,54228,2
63256,53319,2
61799,52927,2
56783,52846,2
61232,53224,2
60221,52022,2
58815,54259,2
58336,53014,2
60820,53919,2
59816,53916,2
60946,53614,2
57803,50468,2
59045,52706,2
60617,51398,2
61019,51535,2
60753,50736,2
62592,54099,2
60868,51134,2
60597,51012,2
60201,52003,2
60152,49128,1
59566,53452,2
59703,52501,2
58933,53890,2
59898,51245,2
60079,53099,2
62063,51857,2
60308,51685,2
61447,51661,2
58543,53625,2
61593,51496,2
61290,54028,2
61105,49647,2
60231,53265,2
59558,52776,2
58402,52389,2
58134,51877,2
59040,54950,2
63162,53609,2
58718,49514,2
60396,52805,2
44040,46197,7
46006,46521,7
47260,47193,7
45600,46395,7
44324,44879,7
42732,45444,7
43609,46066,7
46021,44331,7
45527,42803,7
44401,45918,7
44023,46226,7
44772,46447,7
46125,45879,7
45451,47318,7
44081,47210,7
45840,49753,7
46384,44600,7
44279,43434,7
44882,47245,7
45818,44321,7
45019,45549,7
43897,46696,7
43524,46836,7
42508,47345,7
45015,46110,7
45356,44834,7
45010,47987,7
43712,46227,7
46179,46421,7
45360,46378,7
44163,47526,7
46904,46553,7
42409,44578,7
43905,45300,7
42749,45475,7
44698,44129,7
43280,46617,7
45574,47897,7
43851,47533,7
44478,46315,7
44520,46484,7
46371,47909,7
42904,44785,7
44901,44409,7
43361,48159,7
43714,43305,7
44492,45977,7
43671,47848,7
43629,46252,7
45612,47971,7
44877,48055,7
44762,46708,7
46340,45960,7
42187,44860,7
42896,46268,7
44691,46276,7
42616,48423,7
44100,44734,7
45893,47567,7
45486,44940,7
46071,50218,7
46857,48357,7
