x,y,cluster
53920,42968,9
52019,42206,9
52570,42476,9
54220,42081,9
54268,43420,9
52288,42408,9
54436,39727,9
52391,44323,9
54995,43655,9
53761,43403,9
53769,43786,9
52883,41365,9
54448,42846,9
53358,40498,9
54626,43461,9
53751,42326,9
52714,41735,9
53545,43025,9
55281,41180,9
52522,42088,9
53825,42358,9
54951,43538,9
55113,40262,9
53366,41560,9
52425,42226,9
53729,43219,9
54658,41295,9
53236,44502,9
54569,43519,9
55192,40969,9
52661,42382,9
54389,41903,9
54931,42810,9
55003,43219,9
56382,43858,9
54258,44302,9
53785,43039,9
53844,44271,9
53568,38856,9
53300,41958,9
54027,39799,9
54307,44020,9
52648,43224,9
51953,41115,9
56370,40191,9
53655,41979,9
49832,41548,9
54146,41202,9
52375,41772,9
54484,41591,9
51271,41252,9
53894,43780,9
51496,42107,9
55580,41750,9
52235,43593,9
53009,45720,9
52895,40396,9
52314,40370,9
53527,43264,9
51552,42936,9
54356,43953,9
51788,41827,9
53644,44911,9
51526,41555,9
52460,41243,9
52790,40829,9
53560,43487,9
55317,41567,9
54211,42145,9
52736,43734,9
54220,41543,9
55487,40680,9
53164,42365,9
54372,42125,9
52296,42854,9
51853,42724,9
55470,42381,9
55843,43461,9
53041,41762,9
56020,44948,9
54572,42044,9
55615,39213,9
51784,42659,9
54678,42358,9
55264,42101,9
53628,45140,9
51676,41313,9
52069,42197,9
53695,41876,9
52425,41797,9
55562,40697,9
53371,40882,9
53015,43465,9
53484,45006,9
54684,41479,9
52344,45540,11
56100,40476,9
57237,41749,9
52220,40576,9
53611,42444,9
54594,43850,9
51844,42736,9
53038,41204,9
54636,40466,9
52845,43435,9
53530,39504,9
53417,43154,9
55258,43614,9
54519,43642,9
51681,45290,11
49313,41972,9
55194,44097,9
55109,41603,9
53142,43422,9
53656,41913,9
49901,43636,9
53632,43440,9
53989,42372,9
53334,41711,9
53446,41789,9
53340,41575,9
53856,41857,9
54385,42851,9
53719,41851,9
56661,40693,9
54461,41699,9
53281,43550,9
53105,43114,9
51737,40814,9
50511,45158,11
56075,43071,9
55576,41873,9
54356,42479,9
54014,43208,9
54239,41432,9
56462,42733,9
53340,39854,9
55692,42420,9
55367,43043,9
53716,44044,9
51634,41676,9
56679,42675,9
54172,41958,9
51823,40542,9
53576,42596,9
55265,39986,9
52639,41267,9
54347,42795,9
53612,42060,9
53398,43770,9
49899,48712,11
50062,49584,11
49344,47683,11
50670,46231,11
53288,48577,11
52169,49412,11
51152,46601,11
50763,49169,11
49126,46607,11
50904,49470,11
50881,47814,11
53902,49665,11
50462,47490,11
52624,50362,11
51021,48653,11
50826,48127,11
51805,49498,11
52195,49730,11
53579,47959,11
50801,48595,11
51406,49935,11
50128,50181,11
52315,49319,11
51436,48575,11
50422,49794,11
49230,49949,11
50468,48101,11
52922,47579,11
50211,47660,11
50048,46949,11
51858,49406,11
51096,48445,11
49520,49471,11
50393,50758,11
51586,46956,11
54046,46829,11
50415,50077,11
52875,46329,11
50095,50565,11
50470,51527,11
48995,47894,11
53082,48779,11
49852,50340,11
52092,49784,11
50817,50224,11
49486,49476,11
49049,47984,11
48535,46223,11
51012,48233,11
49587,48428,11
52464,47550,11
49969,48068,11
52681,47241,11
52638,48501,11
52221,48520,11
52812,47526,11
49778,47221,11
50719,47508,11
50193,49198,11
50687,48010,11
51946,46605,11
52617,49342,11
52617,49460,11
50676,47882,11
51860,47899,11
48536,49021,11
51504,49603,11
51653,48685,11
48525,47944,11
50002,49200,11
50184,49458,11
53053,49269,11
50042,49853,11
50696,46255,11
50300,48715,11
