x,y,cluster
624474,837604,1
673412,735362,1
647442,677000,1
532283,741384,1
646529,742844,1
647535,755101,1
644131,777721,1
521368,736923,1
688940,798967,1
592666,805244,1
645068,716248,1
666740,707391,1
662064,644958,1
630628,689662,1
623268,774834,1
617896,766560,1
560260,629298,1
595728,703618,1
594177,665266,1
544862,802997,1
512102,686369,1
742244,626859,1
709853,684304,1
662854,764737,1
612693,778368,1
656011,735274,1
644769,750956,1
688852,804551,1
714271,804144,1
695472,794296,1
746441,829147,1
632975,756806,1
679779,842107,1
609763,693428,1
665375,784377,1
783661,772895,1
651521,719802,1
730159,761390,1
708303,692097,1
657201,735978,1
657676,809387,1
636976,735247,1
645990,751430,1
634257,761114,1
638687,658319,1
651406,751827,1
747619,624316,1
623835,729538,1
660357,757474,1
588712,804321,1
568583,699863,1
486170,676920,1
602196,605901,1
642237,745490,1
606020,713186,1
728084,727247,1
554017,771267,1
603318,762900,1
562936,690153,1
617156,717859,1
661356,736420,1
654515,734666,1
637992,730773,1
709788,708315,1
591399,697019,1
683055,858799,1
666771,711680,1
675192,674079,1
760637,769855,1
527197,674487,1
635082,737943,1
723320,815272,1
600764,726223,1
661916,744296,1
671573,696285,1
627760,882730,1
611273,753851,1
581576,715320,1
666541,754171,1
701026,791071,1
667266,731121,1
600277,691215,1
539874,675119,1
607486,706829,1
641770,710711,1
537085,852184,1
717308,804279,1
718598,655512,1
630612,770576,1
570225,842829,1
589675,755546,1
640027,738368,1
664707,722141,1
631597,893608,1
703403,758482,1
616325,730469,1
554610,782542,1
727303,809509,1
603709,757145,1
694477,801480,1
685646,736943,1
668098,713957,1
669410,742049,1
653304,756314,1
613863,789513,1
677034,731641,1
669700,802084,1
624314,773405,1
654682,759785,1
662784,741095,1
697927,742163,1
646571,694895,1
719445,660485,1
643600,764086,1
627929,765962,1
703793,765552,1
587326,773381,1
717722,750330,1
647744,743909,1
642381,763897,1
500568,750993,1
666495,722851,1
634389,786036,1
611266,772133,1
663575,790377,1
630028,754929,1
655401,774402,1
643303,726933,1
639757,719842,1
637825,742807,1
526898,832506,1
711253,662676,1
683817,848128,1
736472,832727,1
689529,744487,1
679608,646448,1
654618,842075,1
694212,664353,1
537054,718748,1
668460,783930,1
548995,826833,1
620659,771475,1
686313,814540,1
631794,761185,1
689468,762705,1
650041,802336,1
637600,807783,1
628658,701860,1
726306,751034,1
659605,834003,1
553865,748234,1
655600,773478,1
721022,679883,1
768482,675006,1
699489,745124,1
639748,753096,1
722543,622479,1
625692,817673,1
660975,682945,1
653157,760124,1
589024,670804,1
650663,750543,1
716474,589627,1
713578,835966,1
662130,816183,1
654155,754804,1
669277,746296,1
495463,836789,1
639613,739148,1
625394,753313,1
618863,725369,1
622394,754662,1
638262,768634,1
616672,764248,1
600013,718427,1
647588,778720,1
684742,730888,1
671740,797199,1
642232,671485,1
648671,698132,1
598298,828919,1
647432,747627,1
635713,731717,1
637917,739863,1
650666,740969,1
665967,760477,1
670430,687642,1
630859,729998,1
669736,723253,1
698843,757623,1
588593,712840,1
551701,762639,1
569859,678546,1
664835,852665,1
581169,743574,1
708960,619575,1
548571,694223,1
649816,741942,1
806622,755456,1
607251,769005,1
643929,740891,1
754810,695153,1
594100,724493,1
550920,733481,1
642541,745931,1
564713,691456,1
